xflr5 v6.47

Kea Atmos
T4-2.0°-VLM2
QInf  =   20.000000 m/s
Alpha =    2.000000
Beta  =    0.000°
Phi   =    0.000°
Ctrl  =    0.000
CL    =    0.834569
Cy    =   -0.000000
Cd    =    0.023658     ICd   =    0.012528     PCd   =    0.011131
Cl   = 3.47646e-17
Cm   =   -0.124199
ICn   =    0.000000     PCn   =    0.000000 
XCP   =    0.600947     YCP   =   -0.000000     ZCP   =    0.096805  
XNP   =    0.000000
Bending =   12.813120

Main Wing
  y-span        Chord      Ai         Cl        PCd          ICd        CmGeom    CmAirf@chord/4    XTrtop    XTrBot      XCP       BM
  69       2.047e+00      -3.492e-01       2.555e-01          -0.000           0.574           0.819       7.415e-04          0.0144
  70       2.023e+00      -3.492e-01       2.555e-01           0.000           0.574           0.819       8.131e-04          0.0181
  71       1.997e+00      -3.492e-01       2.555e-01          -0.000           0.574           0.819       8.374e-04          0.0225
  72       1.970e+00      -3.492e-01       2.555e-01           0.000           0.574           0.819       8.131e-04          0.0282
  73       1.945e+00      -3.492e-01       2.555e-01           0.000           0.574           0.819       7.415e-04          0.0361
  74       1.923e+00      -3.492e-01       2.555e-01          -0.000           0.574           0.819       6.268e-04          0.0480
  75       1.904e+00      -3.492e-01       2.555e-01           0.000           0.574           0.819       4.757e-04          0.0686
  76       1.890e+00      -3.492e-01       2.555e-01          -0.000           0.574           0.819       2.969e-04          0.1145
  77       1.882e+00      -3.492e-01       2.555e-01           0.000           0.574           0.819       1.009e-04          0.2767
Strip 7
  78       2.099e+00      -3.233e-01       2.374e-01          -0.000           0.574           0.819       1.009e-04          0.0034
  79       2.094e+00      -3.234e-01       2.374e-01          -0.000           0.574           0.819       2.969e-04          0.0059
  80       2.084e+00      -3.234e-01       2.374e-01           0.000           0.574           0.819       4.757e-04          0.0088
  81       2.067e+00      -3.234e-01       2.374e-01          -0.000           0.574           0.819       6.268e-04          0.0119
  82       2.047e+00      -3.234e-01       2.374e-01           0.000           0.574           0.819       7.415e-04          0.0153
  83       2.023e+00      -3.234e-01       2.374e-01          -0.000           0.574           0.819       8.131e-04          0.0192
  84       1.997e+00      -3.234e-01       2.374e-01          -0.000           0.574           0.819       8.374e-04          0.0238
  85       1.970e+00      -3.234e-01       2.374e-01           0.000           0.574           0.819       8.131e-04          0.0297
  86       1.945e+00      -3.234e-01       2.374e-01           0.000           0.574           0.819       7.415e-04          0.0378
  87       1.923e+00      -3.234e-01       2.374e-01          -0.000           0.574           0.819       6.268e-04          0.0500
  88       1.904e+00      -3.234e-01       2.374e-01           0.000           0.574           0.819       4.757e-04          0.0711
  89       1.890e+00      -3.234e-01       2.374e-01          -0.000           0.574           0.819       2.969e-04          0.1184
  90       1.882e+00      -3.234e-01       2.374e-01           0.000           0.574           0.819       1.009e-04          0.2856
Strip 8
  91       2.099e+00      -2.975e-01       2.193e-01           0.000           0.574           0.819       1.009e-04          0.0036
  92       2.094e+00      -2.975e-01       2.193e-01          -0.000           0.574           0.819       2.969e-04          0.0062
  93       2.084e+00      -2.975e-01       2.193e-01           0.000           0.574           0.819       4.757e-04          0.0093
  94       2.067e+00      -2.975e-01       2.193e-01          -0.000           0.574           0.819       6.268e-04          0.0126
  95       2.047e+00      -2.975e-01       2.193e-01          -0.000           0.574           0.819       7.415e-04          0.0161
  96       2.023e+00      -2.975e-01       2.193e-01          -0.000           0.574           0.819       8.131e-04          0.0201
  97       1.997e+00      -2.975e-01       2.193e-01           0.000           0.574           0.819       8.374e-04          0.0249
  98       1.970e+00      -2.975e-01       2.193e-01           0.000           0.574           0.819       8.131e-04          0.0310
  99       1.945e+00      -2.975e-01       2.193e-01           0.000           0.574           0.819       7.415e-04          0.0392
 100       1.923e+00      -2.975e-01       2.193e-01          -0.000           0.574           0.819       6.268e-04          0.0517
 101       1.904e+00      -2.975e-01       2.193e-01           0.000           0.574           0.819       4.757e-04          0.0732
 102       1.890e+00      -2.975e-01       2.193e-01          -0.000           0.574           0.819       2.969e-04          0.1216
 103       1.882e+00      -2.975e-01       2.193e-01          -0.000           0.574           0.819       1.009e-04          0.2930
Strip 9
 104       2.099e+00      -2.716e-01       2.012e-01           0.000           0.574           0.819       1.009e-04          0.0037
 105       2.094e+00      -2.716e-01       2.012e-01          -0.000           0.574           0.819       2.969e-04          0.0065
 106       2.084e+00      -2.716e-01       2.012e-01           0.000           0.574           0.819       4.757e-04          0.0097
 107       2.067e+00      -2.716e-01       2.012e-01           0.000           0.574           0.819       6.268e-04          0.0131
 108       2.047e+00      -2.716e-01       2.012e-01           0.000           0.574           0.819       7.415e-04          0.0168
 109       2.023e+00      -2.716e-01       2.012e-01          -0.000           0.574           0.819       8.131e-04          0.0209
 110       1.997e+00      -2.716e-01       2.012e-01          -0.000           0.574           0.819       8.374e-04          0.0258
 111       1.970e+00      -2.716e-01       2.012e-01           0.000           0.574           0.819       8.131e-04          0.0320
 112       1.945e+00      -2.716e-01       2.012e-01           0.000           0.574           0.819       7.415e-04          0.0404
 113       1.923e+00      -2.716e-01       2.012e-01          -0.000           0.574           0.819       6.268e-04          0.0530
 114       1.904e+00      -2.716e-01       2.012e-01           0.000           0.574           0.819       4.757e-04          0.0750
 115       1.890e+00      -2.716e-01       2.012e-01          -0.000           0.574           0.819       2.969e-04          0.1242
 116       1.882e+00      -2.716e-01       2.012e-01          -0.000           0.574           0.819       1.009e-04          0.2991
Strip 10
 117       2.099e+00      -2.457e-01       1.831e-01           0.000           0.574           0.819       1.009e-04          0.0038
 118       2.094e+00      -2.457e-01       1.831e-01          -0.000           0.574           0.819       2.969e-04          0.0067
 119       2.084e+00      -2.457e-01       1.831e-01           0.000           0.574           0.819       4.757e-04          0.0100
 120       2.067e+00      -2.457e-01       1.831e-01          -0.000           0.574           0.819       6.268e-04          0.0135
 121       2.047e+00      -2.457e-01       1.831e-01           0.000           0.574           0.819       7.415e-04          0.0173
 122       2.023e+00      -2.457e-01       1.831e-01          -0.000           0.574           0.819       8.131e-04          0.0216
 123       1.997e+00      -2.457e-01       1.831e-01           0.000           0.574           0.819       8.374e-04          0.0266
 124       1.970e+00      -2.457e-01       1.831e-01          -0.000           0.574           0.819       8.131e-04          0.0329
 125       1.945e+00      -2.457e-01       1.831e-01           0.000           0.574           0.819       7.415e-04          0.0414
 126       1.923e+00      -2.457e-01       1.831e-01          -0.000           0.574           0.819       6.268e-04          0.0542
 127       1.904e+00      -2.457e-01       1.831e-01           0.000           0.574           0.819       4.757e-04          0.0765
 128       1.890e+00      -2.457e-01       1.831e-01          -0.000           0.574           0.819       2.969e-04          0.1265
 129       1.882e+00      -2.457e-01       1.831e-01          -0.000           0.574           0.819       1.009e-04          0.3044
Strip 11
 130       2.099e+00      -2.199e-01       1.650e-01           0.000           0.574           0.819       1.009e-04          0.0040
 131       2.094e+00      -2.199e-01       1.650e-01          -0.000           0.574           0.819       2.969e-04          0.0069
 132       2.084e+00      -2.199e-01       1.650e-01           0.000           0.574           0.819       4.757e-04          0.0103
 133       2.067e+00      -2.199e-01       1.650e-01          -0.000           0.574           0.819       6.268e-04          0.0139
 134       2.047e+00      -2.199e-01       1.650e-01           0.000           0.574           0.819       7.415e-04          0.0178
 135       2.023e+00      -2.199e-01       1.650e-01          -0.000           0.574           0.819       8.131e-04          0.0222
 136       1.997e+00      -2.199e-01       1.650e-01           0.000           0.574           0.819       8.374e-04          0.0273
 137       1.970e+00      -2.199e-01       1.650e-01          -0.000           0.574           0.819       8.131e-04          0.0337
 138       1.945e+00      -2.199e-01       1.650e-01           0.000           0.574           0.819       7.415e-04          0.0423
 139       1.923e+00      -2.199e-01       1.650e-01          -0.000           0.574           0.819       6.268e-04          0.0553
 140       1.904e+00      -2.199e-01       1.650e-01           0.000           0.574           0.819       4.757e-04          0.0778
 141       1.890e+00      -2.199e-01       1.650e-01          -0.000           0.574           0.819       2.969e-04          0.1285
 142       1.882e+00      -2.199e-01       1.650e-01           0.000           0.574           0.819       1.009e-04          0.3090
Strip 12
 143       2.099e+00      -1.940e-01       1.468e-01           0.000           0.574           0.819       1.009e-04          0.0041
 144       2.094e+00      -1.940e-01       1.468e-01          -0.000           0.574           0.819       2.969e-04          0.0071
 145       2.084e+00      -1.940e-01       1.468e-01           0.000           0.574           0.819       4.757e-04          0.0106
 146       2.067e+00      -1.940e-01       1.468e-01          -0.000           0.574           0.819       6.268e-04          0.0143
 147       2.047e+00      -1.940e-01       1.468e-01           0.000           0.574           0.819       7.415e-04          0.0183
 148       2.023e+00      -1.940e-01       1.468e-01          -0.000           0.574           0.819       8.131e-04          0.0228
 149       1.997e+00      -1.940e-01       1.468e-01           0.000           0.574           0.819       8.374e-04          0.0280
 150       1.970e+00      -1.940e-01       1.468e-01           0.000           0.574           0.819       8.131e-04          0.0344
 151       1.945e+00      -1.940e-01       1.468e-01           0.000           0.574           0.819       7.415e-04          0.0432
 152       1.923e+00      -1.940e-01       1.468e-01          -0.000           0.574           0.819       6.268e-04          0.0562
 153       1.904e+00      -1.940e-01       1.468e-01           0.000           0.574           0.819       4.757e-04          0.0790
 154       1.890e+00      -1.940e-01       1.468e-01          -0.000           0.574           0.819       2.969e-04          0.1303
 155       1.882e+00      -1.940e-01       1.468e-01           0.000           0.574           0.819       1.009e-04          0.3131
Strip 13
 156       2.099e+00      -1.681e-01       1.287e-01           0.000           0.574           0.819       1.009e-04          0.0042
 157       2.094e+00      -1.681e-01       1.287e-01          -0.000           0.574           0.819       2.969e-04          0.0073
 158       2.084e+00      -1.681e-01       1.287e-01           0.000           0.574           0.819       4.757e-04          0.0109
 159       2.067e+00      -1.681e-01       1.287e-01          -0.000           0.574           0.819       6.268e-04          0.0146
 160       2.047e+00      -1.681e-01       1.287e-01           0.000           0.574           0.819       7.415e-04          0.0187
 161       2.023e+00      -1.681e-01       1.287e-01          -0.000           0.574           0.819       8.131e-04          0.0233
 162       1.997e+00      -1.681e-01       1.287e-01           0.000           0.574           0.819       8.374e-04          0.0286
 163       1.970e+00      -1.681e-01       1.287e-01           0.000           0.574           0.819       8.131e-04          0.0351
 164       1.945e+00      -1.681e-01       1.287e-01           0.000           0.574           0.819       7.415e-04          0.0439
 165       1.923e+00      -1.681e-01       1.287e-01          -0.000           0.574           0.819       6.268e-04          0.0571
 166       1.904e+00      -1.681e-01       1.287e-01           0.000           0.574           0.819       4.757e-04          0.0800
 167       1.890e+00      -1.681e-01       1.287e-01          -0.000           0.574           0.819       2.969e-04          0.1319
 168       1.882e+00      -1.681e-01       1.287e-01           0.000           0.574           0.819       1.009e-04          0.3167
Strip 14
 169       2.099e+00      -1.423e-01       1.106e-01           0.000           0.574           0.819       1.009e-04          0.0042
 170       2.094e+00      -1.423e-01       1.106e-01          -0.000           0.574           0.819       2.969e-04          0.0075
 171       2.084e+00      -1.423e-01       1.106e-01           0.000           0.574           0.819       4.757e-04          0.0111
 172       2.067e+00      -1.423e-01       1.106e-01          -0.000           0.574           0.819       6.268e-04          0.0150
 173       2.047e+00      -1.423e-01       1.106e-01           0.000           0.574           0.819       7.415e-04          0.0191
 174       2.023e+00      -1.423e-01       1.106e-01          -0.000           0.574           0.819       8.131e-04          0.0238
 175       1.997e+00      -1.423e-01       1.106e-01           0.000           0.574           0.819       8.374e-04          0.0292
 176       1.970e+00      -1.423e-01       1.106e-01           0.000           0.574           0.819       8.131e-04          0.0358
 177       1.945e+00      -1.423e-01       1.106e-01           0.000           0.574           0.819       7.415e-04          0.0447
 178       1.923e+00      -1.423e-01       1.106e-01          -0.000           0.574           0.819       6.268e-04          0.0579
 179       1.904e+00      -1.423e-01       1.106e-01           0.000           0.574           0.819       4.757e-04          0.0810
 180       1.890e+00      -1.423e-01       1.106e-01          -0.000           0.574           0.819       2.969e-04          0.1333
 181       1.882e+00      -1.423e-01       1.106e-01           0.000           0.574           0.819       1.009e-04          0.3199
Strip 15
 182       2.099e+00      -1.164e-01       9.251e-02           0.000           0.574           0.819       1.009e-04          0.0043
 183       2.094e+00      -1.164e-01       9.251e-02          -0.000           0.574           0.819       2.969e-04          0.0076
 184       2.084e+00      -1.164e-01       9.251e-02           0.000           0.574           0.819       4.757e-04          0.0113
 185       2.067e+00      -1.164e-01       9.251e-02          -0.000           0.574           0.819       6.268e-04          0.0153
 186       2.047e+00      -1.164e-01       9.251e-02           0.000           0.574           0.819       7.415e-04          0.0195
 187       2.023e+00      -1.164e-01       9.251e-02          -0.000           0.574           0.819       8.131e-04          0.0243
 188       1.997e+00      -1.164e-01       9.251e-02           0.000           0.574           0.819       8.374e-04          0.0298
 189       1.970e+00      -1.164e-01       9.251e-02           0.000           0.574           0.819       8.131e-04          0.0365
 190       1.945e+00      -1.164e-01       9.251e-02           0.000           0.574           0.819       7.415e-04          0.0454
 191       1.923e+00      -1.164e-01       9.251e-02          -0.000           0.574           0.819       6.268e-04          0.0587
 192       1.904e+00      -1.164e-01       9.251e-02           0.000           0.574           0.819       4.757e-04          0.0819
 193       1.890e+00      -1.164e-01       9.251e-02          -0.000           0.574           0.819       2.969e-04          0.1346
 194       1.882e+00      -1.164e-01       9.251e-02           0.000           0.574           0.819       1.009e-04          0.3228
Strip 16
 195       2.099e+00      -9.054e-02       7.440e-02           0.000           0.574           0.819       1.009e-04          0.0044
 196       2.094e+00      -9.054e-02       7.440e-02          -0.000           0.574           0.819       2.969e-04          0.0077
 197       2.084e+00      -9.054e-02       7.440e-02           0.000           0.574           0.819       4.757e-04          0.0115
 198       2.067e+00      -9.054e-02       7.440e-02          -0.000           0.574           0.819       6.268e-04          0.0155
 199       2.047e+00      -9.054e-02       7.440e-02           0.000           0.574           0.819       7.415e-04          0.0199
 200       2.023e+00      -9.054e-02       7.440e-02          -0.000           0.574           0.819       8.131e-04          0.0248
 201       1.997e+00      -9.054e-02       7.440e-02           0.000           0.574           0.819       8.374e-04          0.0304
 202       1.970e+00      -9.054e-02       7.440e-02           0.000           0.574           0.819       8.131e-04          0.0372
 203       1.945e+00      -9.054e-02       7.440e-02           0.000           0.574           0.819       7.415e-04          0.0462
 204       1.923e+00      -9.054e-02       7.440e-02          -0.000           0.574           0.819       6.268e-04          0.0596
 205       1.904e+00      -9.054e-02       7.440e-02           0.000           0.574           0.819       4.757e-04          0.0829
 206       1.890e+00      -9.054e-02       7.440e-02          -0.000           0.574           0.819       2.969e-04          0.1358
 207       1.882e+00      -9.054e-02       7.440e-02           0.000           0.574           0.819       1.009e-04          0.3253
Strip 17
 208       2.099e+00      -6.467e-02       5.628e-02           0.000           0.574           0.819       1.009e-04          0.0044
 209       2.094e+00      -6.467e-02       5.629e-02          -0.000           0.574           0.819       2.969e-04          0.0078
 210       2.084e+00      -6.467e-02       5.629e-02           0.000           0.574           0.819       4.757e-04          0.0116
 211       2.067e+00      -6.467e-02       5.629e-02          -0.000           0.574           0.819       6.268e-04          0.0157
 212       2.047e+00      -6.467e-02       5.629e-02           0.000           0.574           0.819       7.415e-04          0.0202
 213       2.023e+00      -6.467e-02       5.629e-02          -0.000           0.574           0.819       8.131e-04          0.0253
 214       1.997e+00      -6.467e-02       5.629e-02           0.000           0.574           0.819       8.374e-04          0.0311
 215       1.970e+00      -6.467e-02       5.629e-02           0.000           0.574           0.819       8.131e-04          0.0381
 216       1.945e+00      -6.467e-02       5.629e-02           0.000           0.574           0.819       7.415e-04          0.0472
 217       1.923e+00      -6.467e-02       5.628e-02          -0.000           0.574           0.819       6.268e-04          0.0606
 218       1.904e+00      -6.467e-02       5.628e-02           0.000           0.574           0.819       4.757e-04          0.0838
 219       1.890e+00      -6.467e-02       5.628e-02          -0.000           0.574           0.819       2.969e-04          0.1368
 220       1.882e+00      -6.467e-02       5.629e-02           0.000           0.574           0.819       1.009e-04          0.3271
Strip 18
 221       2.099e+00      -3.880e-02       3.817e-02           0.000           0.574           0.819       1.009e-04          0.0044
 222       2.094e+00      -3.881e-02       3.817e-02          -0.000           0.574           0.819       2.969e-04          0.0078
 223       2.084e+00      -3.881e-02       3.817e-02           0.000           0.574           0.819       4.757e-04          0.0116
 224       2.067e+00      -3.881e-02       3.817e-02          -0.000           0.574           0.819       6.268e-04          0.0159
 225       2.047e+00      -3.881e-02       3.817e-02           0.000           0.574           0.819       7.415e-04          0.0205
 226       2.023e+00      -3.881e-02       3.817e-02          -0.000           0.574           0.819       8.131e-04          0.0257
 227       1.997e+00      -3.881e-02       3.817e-02           0.000           0.574           0.819       8.374e-04          0.0317
 228       1.970e+00      -3.881e-02       3.817e-02           0.000           0.574           0.819       8.131e-04          0.0390
 229       1.945e+00      -3.881e-02       3.817e-02           0.000           0.574           0.819       7.415e-04          0.0484
 230       1.923e+00      -3.881e-02       3.817e-02          -0.000           0.574           0.819       6.268e-04          0.0620
 231       1.904e+00      -3.881e-02       3.817e-02           0.000           0.574           0.819       4.757e-04          0.0850
 232       1.890e+00      -3.881e-02       3.817e-02          -0.000           0.574           0.819       2.969e-04          0.1373
 233       1.882e+00      -3.881e-02       3.817e-02          -0.000           0.574           0.819       1.009e-04          0.3270
Strip 19
 234       2.099e+00      -1.294e-02       2.006e-02           0.000           0.574           0.819       1.009e-04          0.0043
 235       2.094e+00      -1.294e-02       2.006e-02          -0.000           0.574           0.819       2.969e-04          0.0076
 236       2.084e+00      -1.294e-02       2.006e-02           0.000           0.574           0.819       4.757e-04          0.0116
 237       2.067e+00      -1.294e-02       2.006e-02          -0.000           0.574           0.819       6.268e-04          0.0159
 238       2.047e+00      -1.294e-02       2.006e-02           0.000           0.574           0.819       7.415e-04          0.0206
 239       2.023e+00      -1.294e-02       2.006e-02          -0.000           0.574           0.819       8.131e-04          0.0259
 240       1.997e+00      -1.294e-02       2.006e-02           0.000           0.574           0.819       8.374e-04          0.0320
 241       1.970e+00      -1.294e-02       2.006e-02           0.000           0.574           0.819       8.131e-04          0.0396
 242       1.945e+00      -1.294e-02       2.006e-02           0.000           0.574           0.819       7.415e-04          0.0496
 243       1.923e+00      -1.294e-02       2.006e-02          -0.000           0.574           0.819       6.268e-04          0.0641
 244       1.904e+00      -1.294e-02       2.006e-02           0.000           0.574           0.819       4.757e-04          0.0876
 245       1.890e+00      -1.294e-02       2.006e-02          -0.000           0.574           0.819       2.969e-04          0.1379
 246       1.882e+00      -1.294e-02       2.006e-02          -0.000           0.574           0.819       1.009e-04          0.3219
Strip 20
 247       2.099e+00       1.294e-02       2.006e-02           0.000          -0.574           0.819       1.009e-04          0.0043
 248       2.094e+00       1.294e-02       2.006e-02          -0.000          -0.574           0.819       2.969e-04          0.0076
 249       2.084e+00       1.294e-02       2.006e-02           0.000          -0.574           0.819       4.757e-04          0.0116
 250       2.067e+00       1.294e-02       2.006e-02          -0.000          -0.574           0.819       6.268e-04          0.0159
 251       2.047e+00       1.294e-02       2.006e-02           0.000          -0.574           0.819       7.415e-04          0.0206
 252       2.023e+00       1.294e-02       2.006e-02          -0.000          -0.574           0.819       8.131e-04          0.0259
 253       1.997e+00       1.294e-02       2.006e-02           0.000          -0.574           0.819       8.374e-04          0.0320
 254       1.970e+00       1.294e-02       2.006e-02           0.000          -0.574           0.819       8.131e-04          0.0396
 255       1.945e+00       1.294e-02       2.006e-02           0.000          -0.574           0.819       7.415e-04          0.0496
 256       1.923e+00       1.294e-02       2.006e-02          -0.000          -0.574           0.819       6.268e-04          0.0641
 257       1.904e+00       1.294e-02       2.006e-02           0.000          -0.574           0.819       4.757e-04          0.0876
 258       1.890e+00       1.294e-02       2.006e-02          -0.000          -0.574           0.819       2.969e-04          0.1379
 259       1.882e+00       1.294e-02       2.006e-02          -0.000          -0.574           0.819       1.009e-04          0.3219
Strip 21
 260       2.099e+00       3.880e-02       3.817e-02           0.000          -0.574           0.819       1.009e-04          0.0044
 261       2.094e+00       3.881e-02       3.817e-02          -0.000          -0.574           0.819       2.969e-04          0.0078
 262       2.084e+00       3.881e-02       3.817e-02           0.000          -0.574           0.819       4.757e-04          0.0116
 263       2.067e+00       3.881e-02       3.817e-02          -0.000          -0.574           0.819       6.268e-04          0.0159
 264       2.047e+00       3.881e-02       3.817e-02           0.000          -0.574           0.819       7.415e-04          0.0205
 265       2.023e+00       3.881e-02       3.817e-02          -0.000          -0.574           0.819       8.131e-04          0.0257
 266       1.997e+00       3.881e-02       3.817e-02           0.000          -0.574           0.819       8.374e-04          0.0317
 267       1.970e+00       3.881e-02       3.817e-02           0.000          -0.574           0.819       8.131e-04          0.0390
 268       1.945e+00       3.881e-02       3.817e-02           0.000          -0.574           0.819       7.415e-04          0.0484
 269       1.923e+00       3.881e-02       3.817e-02          -0.000          -0.574           0.819       6.268e-04          0.0620
 270       1.904e+00       3.881e-02       3.817e-02           0.000          -0.574           0.819       4.757e-04          0.0850
 271       1.890e+00       3.881e-02       3.817e-02          -0.000          -0.574           0.819       2.969e-04          0.1373
 272       1.882e+00       3.881e-02       3.817e-02           0.000          -0.574           0.819       1.009e-04          0.3270
Strip 22
 273       2.099e+00       6.467e-02       5.628e-02           0.000          -0.574           0.819       1.009e-04          0.0044
 274       2.094e+00       6.467e-02       5.629e-02          -0.000          -0.574           0.819       2.969e-04          0.0078
 275       2.084e+00       6.467e-02       5.629e-02           0.000          -0.574           0.819       4.757e-04          0.0116
 276       2.067e+00       6.467e-02       5.629e-02          -0.000          -0.574           0.819       6.268e-04          0.0157
 277       2.047e+00       6.467e-02       5.629e-02           0.000          -0.574           0.819       7.415e-04          0.0202
 278       2.023e+00       6.467e-02       5.629e-02          -0.000          -0.574           0.819       8.131e-04          0.0253
 279       1.997e+00       6.467e-02       5.629e-02           0.000          -0.574           0.819       8.374e-04          0.0311
 280       1.970e+00       6.467e-02       5.629e-02           0.000          -0.574           0.819       8.131e-04          0.0381
 281       1.945e+00       6.467e-02       5.629e-02           0.000          -0.574           0.819       7.415e-04          0.0472
 282       1.923e+00       6.467e-02       5.628e-02          -0.000          -0.574           0.819       6.268e-04          0.0606
 283       1.904e+00       6.467e-02       5.628e-02           0.000          -0.574           0.819       4.757e-04          0.0838
 284       1.890e+00       6.467e-02       5.628e-02          -0.000          -0.574           0.819       2.969e-04          0.1368
 285       1.882e+00       6.467e-02       5.629e-02           0.000          -0.574           0.819       1.009e-04          0.3271
Strip 23
 286       2.099e+00       9.054e-02       7.440e-02           0.000          -0.574           0.819       1.009e-04          0.0044
 287       2.094e+00       9.054e-02       7.440e-02          -0.000          -0.574           0.819       2.969e-04          0.0077
 288       2.084e+00       9.054e-02       7.440e-02           0.000          -0.574           0.819       4.757e-04          0.0115
 289       2.067e+00       9.054e-02       7.440e-02          -0.000          -0.574           0.819       6.268e-04          0.0155
 290       2.047e+00       9.054e-02       7.440e-02           0.000          -0.574           0.819       7.415e-04          0.0199
 291       2.023e+00       9.054e-02       7.440e-02          -0.000          -0.574           0.819       8.131e-04          0.0248
 292       1.997e+00       9.054e-02       7.440e-02           0.000          -0.574           0.819       8.374e-04          0.0304
 293       1.970e+00       9.054e-02       7.440e-02           0.000          -0.574           0.819       8.131e-04          0.0372
 294       1.945e+00       9.054e-02       7.440e-02           0.000          -0.574           0.819       7.415e-04          0.0462
 295       1.923e+00       9.054e-02       7.440e-02          -0.000          -0.574           0.819       6.268e-04          0.0596
 296       1.904e+00       9.054e-02       7.440e-02           0.000          -0.574           0.819       4.757e-04          0.0829
 297       1.890e+00       9.054e-02       7.440e-02          -0.000          -0.574           0.819       2.969e-04          0.1358
 298       1.882e+00       9.054e-02       7.440e-02           0.000          -0.574           0.819       1.009e-04          0.3253
Strip 24
 299       2.099e+00       1.164e-01       9.251e-02           0.000          -0.574           0.819       1.009e-04          0.0043
 300       2.094e+00       1.164e-01       9.251e-02          -0.000          -0.574           0.819       2.969e-04          0.0076
 301       2.084e+00       1.164e-01       9.251e-02           0.000          -0.574           0.819       4.757e-04          0.0113
 302       2.067e+00       1.164e-01       9.251e-02          -0.000          -0.574           0.819       6.268e-04          0.0153
 303       2.047e+00       1.164e-01       9.251e-02           0.000          -0.574           0.819       7.415e-04          0.0195
 304       2.023e+00       1.164e-01       9.251e-02          -0.000          -0.574           0.819       8.131e-04          0.0243
 305       1.997e+00       1.164e-01       9.251e-02           0.000          -0.574           0.819       8.374e-04          0.0298
 306       1.970e+00       1.164e-01       9.251e-02           0.000          -0.574           0.819       8.131e-04          0.0365
 307       1.945e+00       1.164e-01       9.251e-02           0.000          -0.574           0.819       7.415e-04          0.0454
 308       1.923e+00       1.164e-01       9.251e-02          -0.000          -0.574           0.819       6.268e-04          0.0587
 309       1.904e+00       1.164e-01       9.251e-02           0.000          -0.574           0.819       4.757e-04          0.0819
 310       1.890e+00       1.164e-01       9.251e-02          -0.000          -0.574           0.819       2.969e-04          0.1346
 311       1.882e+00       1.164e-01       9.251e-02           0.000          -0.574           0.819       1.009e-04          0.3228
Strip 25
 312       2.099e+00       1.423e-01       1.106e-01           0.000          -0.574           0.819       1.009e-04          0.0042
 313       2.094e+00       1.423e-01       1.106e-01          -0.000          -0.574           0.819       2.969e-04          0.0075
 314       2.084e+00       1.423e-01       1.106e-01           0.000          -0.574           0.819       4.757e-04          0.0111
 315       2.067e+00       1.423e-01       1.106e-01          -0.000          -0.574           0.819       6.268e-04          0.0150
 316       2.047e+00       1.423e-01       1.106e-01           0.000          -0.574           0.819       7.415e-04          0.0191
 317       2.023e+00       1.423e-01       1.106e-01          -0.000          -0.574           0.819       8.131e-04          0.0238
 318       1.997e+00       1.423e-01       1.106e-01           0.000          -0.574           0.819       8.374e-04          0.0292
 319       1.970e+00       1.423e-01       1.106e-01           0.000          -0.574           0.819       8.131e-04          0.0358
 320       1.945e+00       1.423e-01       1.106e-01           0.000          -0.574           0.819       7.415e-04          0.0447
 321       1.923e+00       1.423e-01       1.106e-01          -0.000          -0.574           0.819       6.268e-04          0.0579
 322       1.904e+00       1.423e-01       1.106e-01           0.000          -0.574           0.819       4.757e-04          0.0810
 323       1.890e+00       1.423e-01       1.106e-01          -0.000          -0.574           0.819       2.969e-04          0.1333
 324       1.882e+00       1.423e-01       1.106e-01           0.000          -0.574           0.819       1.009e-04          0.3199
Strip 26
 325       2.099e+00       1.681e-01       1.287e-01           0.000          -0.574           0.819       1.009e-04          0.0042
 326       2.094e+00       1.681e-01       1.287e-01          -0.000          -0.574           0.819       2.969e-04          0.0073
 327       2.084e+00       1.681e-01       1.287e-01           0.000          -0.574           0.819       4.757e-04          0.0109
 328       2.067e+00       1.681e-01       1.287e-01          -0.000          -0.574           0.819       6.268e-04          0.0146
 329       2.047e+00       1.681e-01       1.287e-01           0.000          -0.574           0.819       7.415e-04          0.0187
 330       2.023e+00       1.681e-01       1.287e-01          -0.000          -0.574           0.819       8.131e-04          0.0233
 331       1.997e+00       1.681e-01       1.287e-01           0.000          -0.574           0.819       8.374e-04          0.0286
 332       1.970e+00       1.681e-01       1.287e-01           0.000          -0.574           0.819       8.131e-04          0.0351
 333       1.945e+00       1.681e-01       1.287e-01           0.000          -0.574           0.819       7.415e-04          0.0439
 334       1.923e+00       1.681e-01       1.287e-01          -0.000          -0.574           0.819       6.268e-04          0.0571
 335       1.904e+00       1.681e-01       1.287e-01           0.000          -0.574           0.819       4.757e-04          0.0800
 336       1.890e+00       1.681e-01       1.287e-01          -0.000          -0.574           0.819       2.969e-04          0.1319
 337       1.882e+00       1.681e-01       1.287e-01           0.000          -0.574           0.819       1.009e-04          0.3167
Strip 27
 338       2.099e+00       1.940e-01       1.468e-01           0.000          -0.574           0.819       1.009e-04          0.0041
 339       2.094e+00       1.940e-01       1.468e-01          -0.000          -0.574           0.819       2.969e-04          0.0071
 340       2.084e+00       1.940e-01       1.468e-01           0.000          -0.574           0.819       4.757e-04          0.0106
 341       2.067e+00       1.940e-01       1.468e-01          -0.000          -0.574           0.819       6.268e-04          0.0143
 342       2.047e+00       1.940e-01       1.468e-01           0.000          -0.574           0.819       7.415e-04          0.0183
